© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Doxo21 vs Doxo3	IRX2	 	transcription regulator	 	 	 	3.09E-02	SERPINE1	 
Doxo21 vs Doxo3	ANKIB1	 	transcription regulator	 	 	 	3.09E-02	CCL5	 
Doxo21 vs Doxo3	CC2D1A	 	transcription regulator	 	 	 	3.09E-02	CCL5	 
Doxo21 vs Doxo3	ETV2	 	transcription regulator	 	 	 	3.09E-02	RHOJ	 
Doxo21 vs Doxo3	ZBTB46	 	transcription regulator	 	 	 	3.09E-02	PTGS2	 
Doxo21 vs Doxo3	EAF2	 	transcription regulator	 	 	 	3.09E-02	THBS1	 
Doxo21 vs Doxo3	MAEL	 	transcription regulator	 	 	 	3.09E-02	PTGS2	 
Doxo21 vs Doxo3	TSC22D1	 	transcription regulator	 	 	 	3.09E-02	SERPINE1	 
Doxo21 vs Doxo3	BRCA2	 	transcription regulator	 	 	 	3.09E-02	SERPINE1	 
Doxo21 vs Doxo3	BTG1	 	transcription regulator	 	 	 	3.09E-02	PTGS2	 
Doxo14 vs Cycling0	ETS1	 	transcription regulator	 	-1.969	bias	3.09E-02	COL1A2,ITGA10,SELL,SNAI1,TGFB2	 
Palbo28 vs Palbo3	NPM1	 	transcription regulator	 	 	 	3.10E-02	ANG,EGLN3,TCAF2	 
Doxo3 vs Cycling0	PPARGC1A	 	transcription regulator	Activated	2.011	 	3.11E-02	GPAM,GPC6,PDGFRL,SEMA3C,TNFRSF11B,TNFSF10,VCAN	 
Doxo14 vs Doxo3	FOXP3	 	transcription regulator	 	 	 	3.13E-02	CCL5,IGFBP4,NRN1	 
Doxo3 vs Cycling0	FOXO4	 	transcription regulator	 	 	 	3.13E-02	NRP2,SELL,SERPINE1	 
Palbo3 vs Cycling0	PBX1	 	transcription regulator	 	 	 	3.13E-02	COL1A1,COL5A2	 
Doxo14 vs Doxo3	HTT	 	transcription regulator	 	 	 	3.14E-02	ATP8A1,CCL5,DBP,DLL1,LPCAT2,PDE7B,ST8SIA4	 
Doxo21 vs Cycling0	HDAC3	 	transcription regulator	 	 	 	3.15E-02	GPAM,LDHA,TAGLN	 
Palbo3 vs Cycling0	BHLHE40	 	transcription regulator	 	1.706	bias	3.16E-02	CCN4,CDH11,CNTN1,KRT18,PDPN,PTGS2	 
Palbo28 vs Cycling0	HOXC6	 	transcription regulator	 	 	 	3.17E-02	CNTN1,DCN	 
Palbo28 vs Cycling0	ETV4	 	transcription regulator	 	 	 	3.17E-02	FN1,PTGS2	 
Doxo14 vs Doxo3	ZNF384	 	transcription regulator	 	 	 	3.17E-02	COL1A1	 
Doxo14 vs Doxo3	BRD1	 	transcription regulator	 	 	 	3.17E-02	PRKN	 
Doxo3 vs Cycling0	PRDM2	 	transcription regulator	 	0.000	 	3.17E-02	AKR1C2,AKR1C3,CHSY3,TENM3	 
Palbo14 vs Cycling0	GATA2	 	transcription regulator	 	0.816	bias	3.18E-02	ANGPT1,CCL5,CHI3L1,GBP2,GIMAP8,PECAM1,SNTG2,SUCNR1,TNFSF10	 
Palbo14 vs Palbo3	XBP1	 	transcription regulator	 	 	 	3.18E-02	CCL5,FN1,PTPRN,WNT10B	 
Doxo21 vs Doxo3	NCOA1	 	transcription regulator	 	 	 	3.19E-02	DBP,MUC1,SERPINE1	 
Doxo3 vs Cycling0	GLI3	 	transcription regulator	 	 	 	3.19E-02	DLL1,DUSP2,TGFB2	 
Palbo28 vs Cycling0	CREB3L4	 	transcription regulator	 	 	 	3.20E-02	ANG	 
Palbo28 vs Cycling0	GATAD2A	 	transcription regulator	 	 	 	3.20E-02	PTGS2	 
Palbo28 vs Cycling0	RSF1	 	transcription regulator	 	 	 	3.20E-02	PTGS2	 
Palbo28 vs Cycling0	RNF6	 	transcription regulator	 	 	 	3.20E-02	BMF	 
Palbo28 vs Cycling0	ZNF513	 	transcription regulator	 	 	 	3.20E-02	FN1	 
Palbo28 vs Cycling0	TAF7	 	transcription regulator	 	 	 	3.20E-02	FN1	 
Palbo28 vs Cycling0	RFXANK	 	transcription regulator	 	 	 	3.20E-02	COL1A2	 
Palbo28 vs Cycling0	IRX1	 	transcription regulator	 	 	 	3.20E-02	BDKRB2	 
Palbo28 vs Cycling0	GATA4	 	transcription regulator	 	-0.882	 	3.20E-02	ACTG2,CA12,COL1A2,INMT,PTGS2	 
Doxo3 vs Cycling0	WWTR1	 	transcription regulator	 	 	 	3.22E-02	EFNA3,SERPINE1,TAGLN,VCAN	 
Doxo14 vs Cycling0	PBX1	 	transcription regulator	 	 	 	3.23E-02	COL1A1,COL5A2	 
Palbo14 vs Cycling0	NFATC3	 	transcription regulator	 	 	 	3.23E-02	ANGPT1,DDIT4,PTGS2	 
Palbo14 vs Cycling0	LHX2	 	transcription regulator	 	 	 	3.24E-02	NCAM2,RARRES2	 
Palbo14 vs Cycling0	SUB1	 	transcription regulator	 	 	 	3.24E-02	KCND1,KCNK2	 
Doxo21 vs Cycling0	FOXI1	 	transcription regulator	 	 	 	3.24E-02	ATP6V1B1	 
Doxo21 vs Cycling0	NACA	 	transcription regulator	 	 	 	3.24E-02	COL1A1	 
Palbo28 vs Cycling0	NFYB	 	transcription regulator	 	 	 	3.25E-02	CBS,COL1A2,SLIT3,ST8SIA4,TIMP3	 
Palbo28 vs Cycling0	BMI1	 	transcription regulator	 	 	 	3.25E-02	HOXA13,P4HA1,WNT10B	 
Palbo14 vs Palbo3	MAFA	 	transcription regulator	 	 	 	3.26E-02	EFNA3,EGLN3,PTPRN	 
Palbo14 vs Cycling0	NFATC1	 	transcription regulator	 	 	 	3.27E-02	GPC6,PTGS2,SELL,TNFSF10	 
Doxo14 vs Doxo3	TP53	 	transcription regulator	 	-1.432	 	3.27E-02	ADAMTSL4,CBS,CCL5,CCN5,COL1A1,COL3A1,DBP,DDIT4,DNAJC12,EDIL3,GAS1,IGFBP4,PRKN,SERPINE2,THBS1	 
Palbo28 vs Palbo3	TCF7L2	 	transcription regulator	 	1.411	 	3.28E-02	CCN5,ENPP4,HSPA2,RNASE4,VCAN	 
Doxo14 vs Cycling0	STAT5A	1.126	transcription regulator	 	 	 	3.29E-02	AKR1C3,CEMIP,RIMKLA,STAT5A,TGFBI,ZFP36	 
Doxo21 vs Cycling0	SOX17	 	transcription regulator	 	 	 	3.30E-02	AKR1C1,AKR1C3	 
Doxo21 vs Cycling0	HOXA13	-0.913	transcription regulator	 	 	 	3.30E-02	DLL1,GJA1	 
Doxo21 vs Cycling0	TFAP4	 	transcription regulator	 	 	 	3.30E-02	PKP3,SNAI1	 
Doxo21 vs Cycling0	JARID2	 	transcription regulator	 	 	 	3.30E-02	GPAM,LDHA	 
Doxo3 vs Cycling0	IKZF1	 	transcription regulator	 	0.600	bias	3.30E-02	DEPP1,SCN9A,SELL,TENM3,WNT10B	 
Palbo14 vs Palbo3	TFEB	 	transcription regulator	 	 	 	3.31E-02	CCL5,DCN,FN1,TNC,TNFAIP6	 
Palbo3 vs Cycling0	NPM1	 	transcription regulator	Activated	2.000	bias	3.32E-02	AKR1C3,CDH11,COL5A1,EDIL3	 
Palbo14 vs Palbo3	HCFC1	 	transcription regulator	 	 	 	3.32E-02	PRKN	 
Palbo14 vs Palbo3	ZNF91	 	transcription regulator	 	 	 	3.32E-02	TGFB3	 
Palbo14 vs Palbo3	LITAF	 	transcription regulator	 	 	 	3.32E-02	CCL5	 
Palbo14 vs Palbo3	RNF112	 	transcription regulator	 	 	 	3.32E-02	FN1	 
Palbo14 vs Palbo3	GRIP1	 	transcription regulator	 	 	 	3.32E-02	PTGS2	 
Palbo14 vs Palbo3	SF1	 	transcription regulator	 	 	 	3.32E-02	FN1	 
Doxo3 vs Cycling0	EGR1	 	transcription regulator	 	-1.016	bias	3.32E-02	SERPINE1,SNAI1,THBS1,TNFSF10	 
Doxo21 vs Doxo3	STAT2	 	transcription regulator	 	 	 	3.33E-02	CCL5,IFITM2	 
Doxo21 vs Doxo3	RFX1	 	transcription regulator	 	 	 	3.33E-02	CCL5,FAP	 
Palbo14 vs Palbo3	HAND2	 	transcription regulator	 	 	 	3.34E-02	ECM2,PTGS2	 
Palbo14 vs Cycling0	LHX1	 	transcription regulator	 	 	 	3.35E-02	ANGPT1,FN1,PDPN,SNAI1	 
Palbo14 vs Palbo3	KLF2	 	transcription regulator	 	 	 	3.36E-02	APLN,CCL5,PTGS2	 
Palbo14 vs Palbo3	CREBBP	 	transcription regulator	 	1.982	bias	3.37E-02	BDKRB2,CCL5,PTGS2,RGS2,TNC	 
Palbo3 vs Cycling0	HNF1B	 	transcription regulator	Inhibited	-2.000	bias	3.38E-02	COL5A1,COL5A2,LUM,SPARC	 
Palbo28 vs Cycling0	KLF15	 	transcription regulator	 	 	 	3.41E-02	DDIT4,LUM,TNFSF10	 
Palbo3 vs Cycling0	ATF2	 	transcription regulator	 	 	 	3.41E-02	ITGB8,PTGS2,TGFB2	 
Palbo3 vs Cycling0	ZNF536	 	transcription regulator	 	 	 	3.42E-02	MAP2	 
Palbo3 vs Cycling0	GATAD2A	 	transcription regulator	 	 	 	3.42E-02	PTGS2	 
Palbo3 vs Cycling0	RSF1	 	transcription regulator	 	 	 	3.42E-02	PTGS2	 
Palbo3 vs Cycling0	TDP2	 	transcription regulator	 	 	 	3.42E-02	KCND2	 
Palbo3 vs Cycling0	ZNF513	 	transcription regulator	 	 	 	3.42E-02	COL1A1	 
Palbo3 vs Cycling0	TAF7	 	transcription regulator	 	 	 	3.42E-02	COL1A1	 
Palbo3 vs Cycling0	RFXANK	 	transcription regulator	 	 	 	3.42E-02	COL1A2	 
Palbo3 vs Cycling0	ELF3	 	transcription regulator	 	 	 	3.43E-02	ANGPT1,PTGS2	 
Palbo3 vs Cycling0	MSX2	 	transcription regulator	 	 	 	3.43E-02	TGFB2,TGFB3	 
Palbo28 vs Palbo3	NOTCH1	 	transcription regulator	 	0.097	 	3.43E-02	COL1A1,LDHA,PDGFRB,TGFB3	 
Doxo21 vs Doxo3	CDX1	 	transcription regulator	 	 	 	3.43E-02	MUC1,PTGS2	 
Doxo3 vs Cycling0	EZH2	 	transcription regulator	 	-1.964	 	3.43E-02	JAM2,PCDHB16,S100A4,SNAI1,SPATA13,TGFB2,WNT10B	 
Palbo14 vs Cycling0	NFATC4	 	transcription regulator	 	 	 	3.45E-02	COL3A1,KCND2	 
Doxo21 vs Cycling0	ZBTB16	 	transcription regulator	 	0.064	 	3.45E-02	COL1A1,DDIT4,F2RL1,TSC22D3	 
Doxo14 vs Cycling0	ERG	 	transcription regulator	 	-1.951	bias	3.45E-02	HSD17B6,MAGI1,SNAI1,SPARC,TGFB1I1,THBS1,TSC22D3	 
Palbo28 vs Palbo3	ZNF384	 	transcription regulator	 	 	 	3.47E-02	COL1A1	 
Palbo28 vs Palbo3	BRD1	 	transcription regulator	 	 	 	3.47E-02	PRKN	 
Doxo14 vs Cycling0	NEUROD4	 	transcription regulator	 	 	 	3.47E-02	DLL1	 
Doxo14 vs Cycling0	TDP2	 	transcription regulator	 	 	 	3.47E-02	KCND2	 
Doxo14 vs Cycling0	TBX6	 	transcription regulator	 	 	 	3.47E-02	DLL1	 
Doxo14 vs Cycling0	ZNF513	 	transcription regulator	 	 	 	3.47E-02	COL1A1	 
Doxo14 vs Cycling0	ARID5B	-0.920	transcription regulator	 	 	 	3.47E-02	TAGLN	 
Doxo14 vs Cycling0	MED20	 	transcription regulator	 	 	 	3.47E-02	SNAI1	 
Doxo14 vs Cycling0	TAF7	 	transcription regulator	 	 	 	3.47E-02	COL1A1	 
Doxo14 vs Cycling0	RFXANK	 	transcription regulator	 	 	 	3.47E-02	COL1A2	 
Palbo28 vs Cycling0	TCF4	 	transcription regulator	 	0.000	 	3.47E-02	DNAJC12,DPT,GPR37,PTGS2,SMAD6,TNFSF10	 
Palbo28 vs Cycling0	KLF6	 	transcription regulator	 	1.406	bias	3.47E-02	CCL5,CHI3L1,ITGB8,PDPN,PTGS2	 
Doxo3 vs Cycling0	ZMIZ1	 	transcription regulator	 	 	 	3.48E-02	SERPINE1	 
Doxo14 vs Doxo3	TBX5	 	transcription regulator	 	 	 	3.49E-02	COL1A1,COL3A1	 
Palbo28 vs Palbo3	SPDEF	 	transcription regulator	 	 	 	3.49E-02	COL1A1,TNC	 
Doxo21 vs Cycling0	SP3	 	transcription regulator	 	 	 	3.50E-02	CBS,COL1A1,SERPINH1,TAGLN	 
Palbo14 vs Cycling0	STAT6	 	transcription regulator	Activated	2.011	bias	3.50E-02	CCL5,COL1A2,COL3A1,FN1,FSCN1,PROS1,PTGS2,SERPINE1,STAT5A,TIMP3	 
Doxo3 vs Cycling0	MTA1	 	transcription regulator	 	 	 	3.51E-02	CCN5,SNAI1	 
Doxo14 vs Doxo3	PAX3	 	transcription regulator	 	 	 	3.51E-02	F2RL1,IFITM2,RARRES2	 
Palbo3 vs Cycling0	CLOCK	 	transcription regulator	 	 	 	3.52E-02	ARNT2,CEMIP,CRISPLD1,DBP,PDGFRB	 
Doxo14 vs Doxo3	MSGN1	 	transcription regulator	 	 	 	3.52E-02	DLL1	 
Doxo14 vs Doxo3	THAP11	 	transcription regulator	 	 	 	3.52E-02	PRKN	 
Doxo21 vs Doxo3	HCFC1	 	transcription regulator	 	 	 	3.52E-02	PRKN	 
Doxo21 vs Doxo3	LITAF	 	transcription regulator	 	 	 	3.52E-02	CCL5	 
Doxo21 vs Doxo3	GRIP1	 	transcription regulator	 	 	 	3.52E-02	PTGS2	 
Doxo21 vs Doxo3	SNW1	 	transcription regulator	 	 	 	3.52E-02	SERPINE1	 
Doxo21 vs Doxo3	SIN3A	 	transcription regulator	 	 	 	3.53E-02	PTGS2,SERPINE1	 
Doxo14 vs Cycling0	MSX2	 	transcription regulator	 	 	 	3.53E-02	GJA1,TGFB2	 
Doxo14 vs Cycling0	ASXL1	 	transcription regulator	 	 	 	3.53E-02	HOXA6,RARRES2	 
Palbo28 vs Cycling0	CEBPA	 	transcription regulator	 	1.482	bias	3.53E-02	APLN,CHI3L1,COL1A2,FHL1,PTGS2,SERPINE1,TNFSF10	 
Doxo21 vs Cycling0	BCOR	 	transcription regulator	 	 	 	3.54E-02	COL18A1,GAS1	 
Doxo21 vs Cycling0	TSC22D3	-1.274	transcription regulator	 	 	 	3.54E-02	COL1A1,EDIL3	 
Doxo14 vs Doxo3	GMNN	 	transcription regulator	 	 	 	3.57E-02	EFEMP1,PCDH18	 
Palbo28 vs Palbo3	SQSTM1	 	transcription regulator	 	 	 	3.58E-02	EGLN3,NNMT	 
Palbo28 vs Palbo3	KCNIP3	 	transcription regulator	 	 	 	3.58E-02	COL1A1,STAT5A	 
Palbo3 vs Cycling0	HOXC6	 	transcription regulator	 	 	 	3.58E-02	CNTN1,DCN	 
Palbo14 vs Cycling0	SOX1	 	transcription regulator	 	 	 	3.59E-02	ANGPT1,EFEMP1,PECAM1	 
Palbo28 vs Cycling0	CIITA	 	transcription regulator	 	 	 	3.59E-02	COL1A2,FN1	 
Palbo28 vs Cycling0	PPRC1	 	transcription regulator	 	 	 	3.59E-02	DDIT4,PTGS2	 
Doxo21 vs Doxo3	KLF6	 	transcription regulator	 	-0.254	 	3.60E-02	CCL5,ID2,PTGS2,STAT5A	 
Palbo3 vs Cycling0	JUN	 	transcription regulator	 	1.401	bias	3.60E-02	CDH11,COL1A1,COL1A2,ITGB8,PTGS2,PTPRN,SPARC,SPRY1	 
Palbo14 vs Palbo3	HNF4A	 	transcription regulator	 	-1.454	 	3.61E-02	AKR1C2,ANG,CBS,CHI3L1,DEPP1,EGLN3,ENPP2,LDHA,PDK1,PTPRN,RNASE4,TCIM,TIMP3,TNC,TNFAIP6,TNFRSF11B	 
Doxo21 vs Cycling0	ATF4	 	transcription regulator	 	-1.929	bias	3.65E-02	CA9,COL1A1,DDIT4,TNFRSF11B	 
Doxo3 vs Cycling0	CEBPB	 	transcription regulator	Inhibited	-2.213	bias	3.66E-02	EDIL3,INMT,LOXL1,PLXND1,SERPINE1,THBS1,TNC,VCAN	 
Palbo28 vs Palbo3	ARID3A	 	transcription regulator	 	 	 	3.66E-02	EGLN3,PDK1	 
Palbo3 vs Cycling0	NCOA3	 	transcription regulator	 	 	 	3.67E-02	MUC1,PTGS2,TGFB2	 
Palbo14 vs Palbo3	MTDH	 	transcription regulator	 	 	 	3.68E-02	CCN4,CFH,HTRA1	 
Doxo21 vs Doxo3	CTCF	 	transcription regulator	 	 	 	3.68E-02	PCDHGA10,PCDHGA7,PTGS2	 
Palbo3 vs Cycling0	KLF4	 	transcription regulator	 	1.199	bias	3.68E-02	ANGPT1,COL1A1,COL1A2,TGFB2,TGFB3,TNFSF10	 
Doxo21 vs Cycling0	SMARCB1	 	transcription regulator	 	 	 	3.70E-02	COL18A1,COL1A1,CYP39A1,GJA1	 
Palbo14 vs Palbo3	IKZF3	 	transcription regulator	 	 	 	3.71E-02	DEPP1,FN1	 
Palbo14 vs Cycling0	FLI1	 	transcription regulator	 	 	 	3.71E-02	CCL5,COL1A2,TNC	 
Palbo14 vs Palbo3	BRD1	 	transcription regulator	 	 	 	3.72E-02	PRKN	 
Doxo14 vs Cycling0	CLOCK	 	transcription regulator	 	 	 	3.73E-02	ARNT2,CEMIP,GJA1,PDGFRB,THBS1	 
Doxo14 vs Doxo3	ELK1	 	transcription regulator	 	 	 	3.73E-02	PRKN,THBS1	 
Palbo28 vs Cycling0	BTG2	 	transcription regulator	 	 	 	3.73E-02	FN1,SERPINE1	 
Palbo3 vs Cycling0	NFKBIZ	 	transcription regulator	 	 	 	3.73E-02	CEBPD,DUSP2	 
Palbo28 vs Cycling0	XBP1	 	transcription regulator	 	-1.091	bias	3.75E-02	CCL5,FN1,PTPRN,RCN3,WNT10B	 
Doxo3 vs Cycling0	TFAP4	 	transcription regulator	 	 	 	3.77E-02	PKP3,SNAI1	 
Palbo28 vs Palbo3	FOXM1	 	transcription regulator	 	 	 	3.77E-02	LDHA,PTCH2,VCAN	 
Doxo21 vs Cycling0	CCAR1	 	transcription regulator	 	 	 	3.77E-02	RGS2	 
Doxo21 vs Cycling0	ETV2	 	transcription regulator	 	 	 	3.77E-02	RHOJ	 
Doxo21 vs Cycling0	TBX18	 	transcription regulator	 	 	 	3.77E-02	GJA1	 
Doxo21 vs Cycling0	EAF2	 	transcription regulator	 	 	 	3.77E-02	THBS1	 
Doxo21 vs Cycling0	MYCBP	 	transcription regulator	 	 	 	3.77E-02	LDHA	 
Doxo21 vs Cycling0	ZFP36L1	 	transcription regulator	 	 	 	3.77E-02	TGFBI	 
Doxo3 vs Cycling0	HDAC3	 	transcription regulator	 	 	 	3.77E-02	GPAM,SERPINE1,TAGLN	 
Doxo21 vs Cycling0	SATB2	 	transcription regulator	 	 	 	3.78E-02	EFEMP1,NNMT	 
Palbo14 vs Palbo3	NANOG	 	transcription regulator	 	 	 	3.78E-02	DCN,SMAD6,TGFB3	 
Palbo14 vs Palbo3	HNF1B	 	transcription regulator	 	 	 	3.78E-02	FN1,LUM,RNASE4	 
Doxo3 vs Cycling0	TP53	 	transcription regulator	Inhibited	-3.154	 	3.79E-02	CA9,CCDC80,CCN5,DUSP2,EDIL3,EMILIN1,INMT,NMU,NRP2,PDGFRB,S100A4,SEMA3C,SERPINE1,SMAD6,SNAI1,TGFB1I1,TGFB2,THBS1,TNC,TNFSF10,VCAN,ZFP36	 
Doxo21 vs Doxo3	MAFA	 	transcription regulator	 	 	 	3.80E-02	ID2,PTPRN,SERPINE1	 
Doxo21 vs Doxo3	DLX1	 	transcription regulator	 	 	 	3.83E-02	CTHRC1,SERPINE1	 
Doxo21 vs Doxo3	NRIP1	 	transcription regulator	 	 	 	3.83E-02	PTGS2,TNFAIP6	 
Palbo28 vs Cycling0	ZMIZ1	 	transcription regulator	 	 	 	3.83E-02	SERPINE1	 
Palbo28 vs Cycling0	NACA	 	transcription regulator	 	 	 	3.83E-02	PDPN	 
Palbo28 vs Cycling0	CEBPZ	 	transcription regulator	 	 	 	3.83E-02	COL1A2	 
Doxo14 vs Doxo3	ARNT2	0.356	transcription regulator	 	 	 	3.83E-02	DLL1,IGFBP4,SYT7	 
Palbo14 vs Cycling0	SQSTM1	 	transcription regulator	 	 	 	3.83E-02	EGLN3,NNMT,SNAI1	 
Palbo28 vs Palbo3	THAP11	 	transcription regulator	 	 	 	3.84E-02	PRKN	 
Palbo28 vs Palbo3	MKX	 	transcription regulator	 	 	 	3.84E-02	COL1A1	 
Palbo28 vs Palbo3	ZNF423	 	transcription regulator	 	 	 	3.84E-02	SMAD6	 
Palbo28 vs Palbo3	Sry	 	transcription regulator	 	 	 	3.84E-02	LDHA	 
Palbo3 vs Cycling0	BMI1	 	transcription regulator	 	 	 	3.84E-02	RASSF9,TGFB2,WNT10B	 
Palbo14 vs Cycling0	ASCC1	 	transcription regulator	 	 	 	3.85E-02	TNFSF10	 
Palbo14 vs Cycling0	NKAP	 	transcription regulator	 	 	 	3.85E-02	ST8SIA4	 
Palbo14 vs Cycling0	LPXN	 	transcription regulator	 	 	 	3.85E-02	TAGLN	 
Palbo14 vs Cycling0	HOXB8	 	transcription regulator	 	 	 	3.85E-02	TAGLN	 
Palbo14 vs Cycling0	MED24	 	transcription regulator	 	 	 	3.85E-02	HTRA1	 
Palbo14 vs Cycling0	NMI	 	transcription regulator	 	 	 	3.85E-02	PTGS2	 
Doxo21 vs Doxo3	JUNB	 	transcription regulator	 	 	 	3.85E-02	ID2,IKZF2,SERPINE1	 
Palbo28 vs Palbo3	CEBPA	 	transcription regulator	 	1.000	 	3.86E-02	APLN,COL1A1,RARRES2,TNFSF10,VCAN	 
Doxo14 vs Doxo3	EZH2	 	transcription regulator	 	 	 	3.86E-02	CCL5,COL1A1,COL5A1,RASSF9,SPATA13	 
Palbo28 vs Cycling0	KDM3A	 	transcription regulator	 	 	 	3.88E-02	SERPINE1,TNC	 
Doxo21 vs Cycling0	FOXO1	 	transcription regulator	 	-1.498	bias	3.88E-02	APLN,COL1A1,DDIT4,GPAM,THBS1,TNFSF10	 
Doxo21 vs Cycling0	NFIC	 	transcription regulator	 	 	 	3.89E-02	DUSP2,LDHA,RASSF9	 
Palbo14 vs Palbo3	SOX1	 	transcription regulator	 	 	 	3.90E-02	CHST15,EFEMP1	 
Doxo14 vs Cycling0	JUN	 	transcription regulator	 	-0.304	bias	3.90E-02	COL1A1,COL1A2,GJA1,IGFBP4,SDK1,SPARC,THBS1,ZFP36	 
Doxo14 vs Cycling0	GATA2	 	transcription regulator	 	-0.378	 	3.91E-02	ARNT2,CHI3L1,DLL1,GBP2,SNTG2,THBS1,TNFSF10	 
Doxo3 vs Cycling0	TFEB	 	transcription regulator	 	 	 	3.91E-02	DUSP2,PDGFRB,ST8SIA4,TAGLN,TNC,VCAN	 
Palbo28 vs Palbo3	FOXP3	 	transcription regulator	 	 	 	3.92E-02	IKZF2,LDHA,NRN1	 
Doxo14 vs Doxo3	TP63	 	transcription regulator	 	0.382	 	3.95E-02	COL5A1,DDIT4,DLL1,RASSF9,SYT7,THBS1	 
Doxo21 vs Doxo3	BHLHE22	 	transcription regulator	 	 	 	3.95E-02	CDH11	 
Doxo21 vs Doxo3	BRD1	 	transcription regulator	 	 	 	3.95E-02	PRKN	 
Doxo21 vs Doxo3	TRIM33	 	transcription regulator	 	 	 	3.95E-02	SERPINE1	 
Palbo28 vs Cycling0	SIRT1	 	transcription regulator	 	-0.244	bias	3.96E-02	APLN,CA12,CCL5,FN1,P3H3,SERPINE1,TIMP3	 
Palbo14 vs Cycling0	ZBTB20	 	transcription regulator	 	 	 	3.96E-02	CA12,DCN,GAS6	 
Palbo14 vs Cycling0	ZNF217	 	transcription regulator	 	 	 	3.96E-02	KCNK2,KRT18,NMU	 
Doxo21 vs Cycling0	WBP2	 	transcription regulator	 	 	 	3.96E-02	FHL1,RARRES2,TAGLN	 
Doxo14 vs Doxo3	SOX4	 	transcription regulator	 	 	 	3.97E-02	IGFBP4,MMP11,SERPINE2	 
Palbo14 vs Cycling0	FOXP3	 	transcription regulator	 	 	 	3.98E-02	CCL5,IGFBP4,IKZF2,NRN1,SELL	 
Palbo28 vs Cycling0	FOXO4	 	transcription regulator	 	 	 	3.98E-02	ANGPT1,APLN,SERPINE1	 
Palbo14 vs Palbo3	SPDEF	 	transcription regulator	 	 	 	3.99E-02	COL6A1,TNC	 
Palbo14 vs Palbo3	TBP	 	transcription regulator	 	 	 	3.99E-02	FN1,PTGS2	 
Palbo28 vs Cycling0	SMAD1	 	transcription regulator	 	 	 	4.02E-02	COL1A2,SMAD6	 
Palbo3 vs Cycling0	CUX1	 	transcription regulator	 	 	 	4.03E-02	CCL5,PIK3IP1,SPRY1	 
Palbo28 vs Cycling0	E2F3	 	transcription regulator	 	 	 	4.03E-02	CA12,JAM2,SERPINE1,TIMP3	 
Doxo21 vs Doxo3	NFATC3	 	transcription regulator	 	 	 	4.03E-02	DDIT4,PTGS2	 
Doxo21 vs Doxo3	CBFA2T3	 	transcription regulator	 	 	 	4.03E-02	ID2,MUC1	 
Doxo21 vs Cycling0	MNT	 	transcription regulator	 	 	 	4.03E-02	LDHA,SERPINH1	 
Doxo21 vs Cycling0	FOSL1	 	transcription regulator	 	 	 	4.03E-02	SERPINE2,SNAI1,THBS1	 
Doxo3 vs Cycling0	CCAR1	 	transcription regulator	 	 	 	4.05E-02	RGS2	 
Doxo3 vs Cycling0	IRX2	 	transcription regulator	 	 	 	4.05E-02	SERPINE1	 
Doxo3 vs Cycling0	JDP2	 	transcription regulator	 	 	 	4.05E-02	DNM3OS	 
Doxo3 vs Cycling0	EAF2	 	transcription regulator	 	 	 	4.05E-02	THBS1	 
Doxo3 vs Cycling0	TSC22D1	 	transcription regulator	 	 	 	4.05E-02	SERPINE1	 
Doxo3 vs Cycling0	BRCA2	 	transcription regulator	 	 	 	4.05E-02	SERPINE1	 
Palbo3 vs Cycling0	CIITA	 	transcription regulator	 	 	 	4.05E-02	COL1A1,COL1A2	 
Palbo3 vs Cycling0	PPRC1	 	transcription regulator	 	 	 	4.05E-02	DDIT4,PTGS2	 
Palbo3 vs Cycling0	HOXB1	 	transcription regulator	 	 	 	4.09E-02	COL5A2	 
Palbo3 vs Cycling0	CEBPZ	 	transcription regulator	 	 	 	4.09E-02	COL1A2	 
Doxo14 vs Doxo3	CTNNB1	 	transcription regulator	 	 	 	4.11E-02	CCL5,COL1A1,COL3A1,CTHRC1,EDIL3,SERPINE2,STAT5A,UPB1	 
Palbo28 vs Palbo3	TBX5	 	transcription regulator	 	 	 	4.11E-02	COL1A1,ECM2	 
Palbo14 vs Palbo3	THAP11	 	transcription regulator	 	 	 	4.13E-02	PRKN	 
Palbo14 vs Palbo3	ZNF423	 	transcription regulator	 	 	 	4.13E-02	SMAD6	 
Palbo14 vs Palbo3	Sry	 	transcription regulator	 	 	 	4.13E-02	LDHA	 
Doxo14 vs Cycling0	HOXA10	 	transcription regulator	 	-1.982	bias	4.14E-02	COL3A1,GJA1,INMT,WNT10B	 
Palbo14 vs Cycling0	HNF1A	 	transcription regulator	Activated	2.236	bias	4.15E-02	AKR1C2,C1S,CFI,COL3A1,CPQ,FUT11,PDK1,RNASE4,SERPINE1,VTN	 
Doxo14 vs Cycling0	HOXB1	 	transcription regulator	 	 	 	4.15E-02	COL5A2	 
Doxo14 vs Cycling0	NACA	 	transcription regulator	 	 	 	4.15E-02	COL1A1	 
Doxo14 vs Cycling0	CEBPZ	 	transcription regulator	 	 	 	4.15E-02	COL1A2	 
Doxo14 vs Cycling0	CIITA	 	transcription regulator	 	 	 	4.17E-02	COL1A1,COL1A2	 
